Gender,Age,Marital_Status,Educational_Level,Monthly_Income,Family_Size,ECP_Name,ECP_Use_time,Purchase_Qty,ECP_Source,UXQ_01,UXQ_02,UXQ_03,UXQ_04,UXQ_05,UXQ_06,UXQ_07,UXQ_08,UXQ_09,UXQ_10,UXQ_11,UXQ_12,UXQ_13,UXQ_14,UXQ_15,UXQ_16,UXQ_17,UXQ_18,UXQ_19,UXQ_20,UXQ_21,UXQ_22,UXQ_23,UXQ_24,UXQ_25,UXQ_26,UXQ_27,UXQ_28,UXQ_29,UXQ_30,UXQ_31,UXQ_32,UXQ_33,UXQ_34,UXQ_35,UXQ_36,UXQ_37,UXQ_38,UXQ_39,UXQ_40,UXQ_41,,
Female,60 years old or more,Married,Higher Diploma,1000 or more,2 - 4,Shein,4 - 6 times/year,1 - 3,Referred from other website,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Neutral,Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Neutral,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,,
Female,40 - 49 years old,Married,Bachelor,200 - 499,More than 7,Shein,1 - 3 times/year,7 - 9,From online advertisement,Strongly disagree,Disagree,Neutral,Agree,Strongly disagree,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Strongly Agree,Disagree,Strongly Agree,Neutral,Agree,Strongly Agree,Disagree,Agree,Neutral,Agree,Strongly Agree,Agree,Strongly disagree,Neutral,Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,,
Male,20 - 29 years old,Married,Diploma,1000 or more,More than 7,ebay,1 - 3 times/year,4 - 6,Referred from other website,Strongly Agree,Disagree,Neutral,Agree,Strongly Agree,Disagree,Strongly disagree,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,
Male,50 - 59 years old,Married,Master,1000 or more,2 - 4,Modanisa,4 - 6 times/year,4 - 6,From online advertisement,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly disagree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly disagree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,,
Female,30 - 39 years old,Married,Master,200 - 499,5 - 7,Modanisa,1 - 3 times/year,4 - 6,"Social media applications like Facebook, Instagram and others",Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Neutral,,
Female,40 - 49 years old,Married,Higher Diploma,1000 or more,2 - 4,Modanisa,4 - 6 times/year,7 - 9,Search engines like google,Neutral,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Agree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,,
Female,50 - 59 years old,Married,Higher Diploma,1000 or more,2 - 4,Cdiscount,1 - 3 times/year,1 - 3,Search engines like google,Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Agree,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Neutral,Strongly Agree,Neutral,Agree,Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Neutral,Agree,,
Male,40 - 49 years old,Married,Bachelor,200 - 499,5 - 7,OpenSooq,1 - 3 times/year,1 - 3,Other,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,,
Female,50 - 59 years old,Married,Higher Diploma,800 - 999,2 - 4,Esty,4 - 6 times/year,4 - 6,"Social media applications like Facebook, Instagram and others",Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Agree,,
Female,30 - 39 years old,Single,Bachelor,200 - 499,2 - 4,Amazon,1 - 3 times/year,1 - 3,Other,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,,
Male,60 years old or more,Married,Master,1000 or more,2 - 4,OpenSooq,10 or more times/year,4 - 6,Referred from other website,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly disagree,Strongly Agree,Agree,Neutral,Agree,Disagree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Disagree,,
Female,40 - 49 years old,Married,Master,200 - 499,More than 7,Cdiscount,7 - 9 times/year,4 - 6,Search engines like google,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,
Female,30 - 39 years old,Married,Diploma,1000 or more,2 - 4,Cdiscount,1 - 3 times/year,1 - 3,"Social media applications like Facebook, Instagram and others",Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,,
Male,30 - 39 years old,Married,Bachelor,1000 or more,2 - 4,Shein,4 - 6 times/year,4 - 6,"Social media applications like Facebook, Instagram and others",Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Neutral,,
Female,50 - 59 years old,Married,Bachelor,1000 or more,2 - 4,Cdiscount,1 - 3 times/year,1 - 3,"Social media applications like Facebook, Instagram and others",Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Agree,Agree,Neutral,Strongly disagree,Strongly Agree,Strongly Agree,Agree,Neutral,Disagree,Agree,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,,
Female,40 - 49 years old,Married,Bachelor,1000 or more,2 - 4,Esty,1 - 3 times/year,1 - 3,"Social media applications like Facebook, Instagram and others",Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Agree,Strongly Agree,Neutral,Agree,Neutral,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,,
Male,20 - 29 years old,Single,Higher Diploma,1000 or more,2 - 4,Modanisa,4 - 6 times/year,1 - 3,From online advertisement,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,,
Female,30 - 39 years old,Married,Higher Diploma,1000 or more,2 - 4,Shein,10 or more times/year,10 or more,"Social media applications like Facebook, Instagram and others",Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,,
Female,20 - 29 years old,Single,Bachelor,1000 or more,2 - 4,Shein,10 or more times/year,10 or more,"Social media applications like Facebook, Instagram and others",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,
Female,20 - 29 years old,Married,Higher Diploma,1000 or more,2 - 4,Shein,10 or more times/year,7 - 9,From online advertisement,Agree,Agree,Neutral,Neutral,Agree,Disagree,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,,
Female,40 - 49 years old,Married,Secondary certificate,1000 or more,5 - 7,Amazon,7 - 9 times/year,7 - 9,"Social media applications like Facebook, Instagram and others",Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,,
Female,50 - 59 years old,Married,Secondary certificate,800 - 999,5 - 7,ebay,4 - 6 times/year,4 - 6,"Social media applications like Facebook, Instagram and others",Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly disagree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,,
Female,20 - 29 years old,Single,PHD,1000 or more,2 - 4,ebay,10 or more times/year,10 or more,"Social media applications like Facebook, Instagram and others",Strongly Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,
Male,20 - 29 years old,Married,Bachelor,1000 or more,2 - 4,OpenSooq,4 - 6 times/year,10 or more,From online advertisement,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,,
Male,40 - 49 years old,Married,Diploma,1000 or more,5 - 7,Esty,4 - 6 times/year,7 - 9,"Social media applications like Facebook, Instagram and others",Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,,
Female,30 - 39 years old,Married,Bachelor,1000 or more,2 - 4,OpenSooq,10 or more times/year,10 or more,"Social media applications like Facebook, Instagram and others",Agree,Agree,Agree,Neutral,Strongly Agree,Disagree,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,,
